Fragment,Count,Time (ms),Size (bytes)
Cross.list-eventdefinitions-xml,5,5,0
Cross.list-evidences,5,0,0
Cross.list-evidences-json,5,1,0
Cross.list-evidences-xml,5,2,0
Cross.list-evidencevariables,5,0,0
Cross.list-evidencevariables-json,5,1,0
Cross.list-evidencevariables-xml,5,1,0
Cross.list-examplescenarios,5,0,0
Cross.list-examplescenarios-json,5,1,0
Cross.list-examplescenarios-xml,5,1,0
Cross.list-explanationofbenefits,5,0,0
Cross.list-explanationofbenefits-json,5,1,0
Cross.list-explanationofbenefits-xml,5,1,0
Cross.list-extensions,5,0,0
Cross.list-extensions-mm,5,2,0
Cross.list-familymemberhistories,5,0,0
Cross.list-familymemberhistories-json,5,1,0
Cross.list-familymemberhistories-xml,5,3,0
Cross.list-flags,5,0,0
Cross.list-flags-json,5,3,0
Cross.list-flags-xml,5,4,0
Cross.list-goals,5,0,0
Cross.list-goals-json,5,0,0
Cross.list-goals-xml,5,1,0
Cross.list-graphdefinitions,5,0,0
Cross.list-graphdefinitions-json,5,1,0
Cross.list-graphdefinitions-xml,5,2,0
Cross.list-groups,5,1,0
Cross.list-groups-json,5,1,0
Cross.list-groups-xml,5,2,0
Cross.list-guidanceresponses,5,0,0
Cross.list-guidanceresponses-json,5,1,0
Cross.list-guidanceresponses-xml,5,3,0
Cross.list-healthcareservices,5,0,0
Cross.list-healthcareservices-json,5,0,0
Cross.list-healthcareservices-xml,5,1,0
Cross.list-imagingstudies,5,0,0
Cross.list-imagingstudies-json,5,0,0
Cross.list-imagingstudies-xml,5,2,0
Cross.list-immunizationevaluations,5,2,0
Cross.list-immunizationevaluations-json,5,3,0
Cross.list-immunizationevaluations-xml,5,3,0
Cross.list-immunizationrecommendations,5,0,0
Cross.list-immunizationrecommendations-json,5,1,0
Cross.list-immunizationrecommendations-xml,5,3,0
Cross.list-immunizations,5,0,0
Cross.list-immunizations-json,5,0,0
Cross.list-immunizations-xml,5,1,0
Cross.list-implementationguides,5,1,350
Cross.list-implementationguides-json,5,2,375
Cross.list-implementationguides-xml,5,3,370
Cross.list-insuranceplans,5,0,0
Cross.list-insuranceplans-json,5,3,0
Cross.list-insuranceplans-xml,5,3,0
Cross.list-invoices,5,0,0
Cross.list-invoices-json,5,0,0
Cross.list-invoices-xml,5,0,0
Cross.list-libraries,5,0,0
Cross.list-libraries-json,5,0,0
Cross.list-libraries-xml,5,1,0
Cross.list-linkages,5,1,0
Cross.list-linkages-json,5,2,0
Cross.list-linkages-xml,5,2,0
Cross.list-lists,5,1,0
Cross.list-lists-json,5,1,0
Cross.list-lists-xml,5,1,0
Cross.list-locations,5,1,0
Cross.list-locations-json,5,2,0
Cross.list-locations-xml,5,2,0
Cross.list-logicals,5,0,0
Cross.list-logicals-mm,5,2,0
Cross.list-measurereports,5,1,0
Cross.list-measurereports-json,5,4,0
Cross.list-measurereports-xml,5,4,0
Cross.list-measures,5,0,0
Cross.list-measures-json,5,0,0
Cross.list-measures-xml,5,0,0
Cross.list-media,5,0,0
Cross.list-media-json,5,3,0
Cross.list-media-xml,5,3,0
Cross.list-medicationadministrations,5,0,0
Cross.list-medicationadministrations-json,5,2,0
Cross.list-medicationadministrations-xml,5,3,0
Cross.list-medicationdispenses,5,0,0
Cross.list-medicationdispenses-json,5,0,0
Cross.list-medicationdispenses-xml,5,0,0
Cross.list-medicationknowledges,5,0,0
Cross.list-medicationknowledges-json,5,0,0
Cross.list-medicationknowledges-xml,5,1,0
Cross.list-medicationrequests,5,0,0
Cross.list-medicationrequests-json,5,1,0
Cross.list-medicationrequests-xml,5,4,0
Cross.list-medications,5,2,0
Cross.list-medications-json,5,4,0
Cross.list-medications-xml,5,4,0
Cross.list-medicationstatements,5,0,0
Cross.list-medicationstatements-json,5,1,0
Cross.list-medicationstatements-xml,5,2,0
Cross.list-medicinalproductauthorizations,5,0,0
Cross.list-medicinalproductauthorizations-json,5,0,0
Cross.list-medicinalproductauthorizations-xml,5,0,0
Cross.list-medicinalproductcontraindications,5,0,0
Cross.list-medicinalproductcontraindications-json,5,0,0
Cross.list-medicinalproductcontraindications-xml,5,1,0
Cross.list-medicinalproductindications,5,2,0
Cross.list-medicinalproductindications-json,5,2,0
Cross.list-medicinalproductindications-xml,5,2,0
Cross.list-medicinalproductingredients,5,0,0
Cross.list-medicinalproductingredients-json,5,0,0
Cross.list-medicinalproductingredients-xml,5,1,0
Cross.list-medicinalproductinteractions,5,0,0
Cross.list-medicinalproductinteractions-json,5,0,0
Cross.list-medicinalproductinteractions-xml,5,1,0
Cross.list-medicinalproductmanufactureds,5,1,0
Cross.list-medicinalproductmanufactureds-json,5,3,0
Cross.list-medicinalproductmanufactureds-xml,5,3,0
Cross.list-medicinalproductpackageds,5,0,0
Cross.list-medicinalproductpackageds-json,5,0,0
Cross.list-medicinalproductpackageds-xml,5,3,0
Cross.list-medicinalproductpharmaceuticals,5,1,0
Cross.list-medicinalproductpharmaceuticals-json,5,1,0
Cross.list-medicinalproductpharmaceuticals-xml,5,2,0
Cross.list-medicinalproducts,5,0,0
Cross.list-medicinalproducts-json,5,2,0
Cross.list-medicinalproducts-xml,5,3,0
Cross.list-medicinalproductundesirableeffects,5,0,0
Cross.list-medicinalproductundesirableeffects-json,5,0,0
Cross.list-medicinalproductundesirableeffects-xml,5,1,0
Cross.list-messagedefinitions,5,1,0
Cross.list-messagedefinitions-json,5,3,0
Cross.list-messagedefinitions-xml,5,4,0
Cross.list-messageheaders,5,0,0
Cross.list-messageheaders-json,5,2,0
Cross.list-messageheaders-xml,5,2,0
Cross.list-molecularsequences,5,0,0
Cross.list-molecularsequences-json,5,0,0
Cross.list-molecularsequences-xml,5,1,0
Cross.list-name-accounts,5,0,0
Cross.list-name-accounts-json,5,0,0
Cross.list-name-accounts-xml,5,1,0
Cross.list-name-activitydefinitions,5,0,0
Cross.list-name-activitydefinitions-json,5,0,0
Cross.list-name-activitydefinitions-xml,5,2,0
Cross.list-name-actordefinitions,5,7,0
Cross.list-name-actordefinitions-json,5,8,0
Cross.list-name-actordefinitions-xml,5,9,0
Cross.list-name-adverseevents,5,0,0
Cross.list-name-adverseevents-json,5,0,0
Cross.list-name-adverseevents-xml,5,0,0
Cross.list-name-allergyintolerances,5,0,0
Cross.list-name-allergyintolerances-json,5,3,0
Cross.list-name-allergyintolerances-xml,5,3,0
Cross.list-name-appointmentresponses,5,2,0
Cross.list-name-appointmentresponses-json,5,3,0
Cross.list-name-appointmentresponses-xml,5,4,0
Cross.list-name-appointments,5,1,0
Cross.list-name-appointments-json,5,2,0
Cross.list-name-appointments-xml,5,2,0
Cross.list-name-auditevents,5,0,0
Cross.list-name-auditevents-json,5,1,0
Cross.list-name-auditevents-xml,5,1,0
Cross.list-name-basics,5,0,0
Cross.list-name-basics-json,5,0,0
Cross.list-name-basics-xml,5,0,0
Cross.list-name-binaries,5,0,0
Cross.list-name-binaries-json,5,2,0
Cross.list-name-binaries-xml,5,2,0
Cross.list-name-biologicallyderivedproducts,5,0,0
Cross.list-name-biologicallyderivedproducts-json,5,1,0
Cross.list-name-biologicallyderivedproducts-xml,5,2,0
Cross.list-name-bodystructures,5,0,0
Cross.list-name-bodystructures-json,5,1,0
Cross.list-name-bodystructures-xml,5,2,0
Cross.list-name-bundles,5,0,0
Cross.list-name-bundles-json,5,1,0
Cross.list-name-bundles-xml,5,1,0
Cross.list-name-capabilitystatements,5,0,0
Cross.list-name-capabilitystatements-json,5,0,0
Cross.list-name-capabilitystatements-xml,5,1,0
Cross.list-name-careplans,5,0,0
Cross.list-name-careplans-json,5,0,0
Cross.list-name-careplans-xml,5,0,0
Cross.list-name-careteams,5,0,0
Cross.list-name-careteams-json,5,0,0
Cross.list-name-careteams-xml,5,2,0
Cross.list-name-catalogentries,5,0,0
Cross.list-name-catalogentries-json,5,1,0
Cross.list-name-catalogentries-xml,5,1,0
Cross.list-name-chargeitemdefinitions,5,0,0
Cross.list-name-chargeitemdefinitions-json,5,2,0
Cross.list-name-chargeitemdefinitions-xml,5,3,0
Cross.list-name-chargeitems,5,0,0
Cross.list-name-chargeitems-json,5,0,0
Cross.list-name-chargeitems-xml,5,1,0
Cross.list-name-claimresponses,5,0,0
Cross.list-name-claimresponses-json,5,0,0
Cross.list-name-claimresponses-xml,5,1,0
Cross.list-name-claims,5,0,0
Cross.list-name-claims-json,5,0,0
Cross.list-name-claims-xml,5,3,0
Cross.list-name-clinicalimpressions,5,0,0
Cross.list-name-clinicalimpressions-json,5,0,0
Cross.list-name-clinicalimpressions-xml,5,0,0
Cross.list-name-codesystems,5,1,0
Cross.list-name-codesystems-json,5,1,0
Cross.list-name-codesystems-xml,5,1,0
Cross.list-name-communicationrequests,5,0,0
Cross.list-name-communicationrequests-json,5,0,0
Cross.list-name-communicationrequests-xml,5,1,0
Cross.list-name-communications,5,1,0
Cross.list-name-communications-json,5,1,0
Cross.list-name-communications-xml,5,1,0
Cross.list-name-compartmentdefinitions,5,0,0
Cross.list-name-compartmentdefinitions-json,5,0,0
Cross.list-name-compartmentdefinitions-xml,5,3,0
Cross.list-name-compositions,5,0,0
Cross.list-name-compositions-json,5,0,0
Cross.list-name-compositions-xml,5,0,0
Cross.list-name-conceptmaps,5,0,0
Cross.list-name-conceptmaps-json,5,0,0
Cross.list-name-conceptmaps-xml,5,0,0
Cross.list-name-conditions,5,0,0
Cross.list-name-conditions-json,5,1,0
Cross.list-name-conditions-xml,5,1,0
Cross.list-name-consents,5,1,0
Cross.list-name-consents-json,5,2,0
Cross.list-name-consents-xml,5,2,0
Cross.list-name-contracts,5,0,0
Cross.list-name-contracts-json,5,2,0
Cross.list-name-contracts-xml,5,3,0
Cross.list-name-coverageeligibilityrequests,5,0,0
Cross.list-name-coverageeligibilityrequests-json,5,2,0
Cross.list-name-coverageeligibilityrequests-xml,5,2,0
Cross.list-name-coverageeligibilityresponses,5,0,0
Cross.list-name-coverageeligibilityresponses-json,5,1,0
Cross.list-name-coverageeligibilityresponses-xml,5,1,0
Cross.list-name-coverages,5,0,0
Cross.list-name-coverages-json,5,0,0
Cross.list-name-coverages-xml,5,0,0
Cross.list-name-detectedissues,5,2,0
Cross.list-name-detectedissues-json,5,3,0
Cross.list-name-detectedissues-xml,5,4,0
Cross.list-name-devicedefinitions,5,0,0
Cross.list-name-devicedefinitions-json,5,0,0
Cross.list-name-devicedefinitions-xml,5,0,0
Cross.list-name-devicemetrics,5,1,0
Cross.list-name-devicemetrics-json,5,2,0
Cross.list-name-devicemetrics-xml,5,2,0
Cross.list-name-devicerequests,5,0,0
Cross.list-name-devicerequests-json,5,3,0
Cross.list-name-devicerequests-xml,5,3,0
Cross.list-name-devices,5,0,0
Cross.list-name-devices-json,5,0,0
Cross.list-name-devices-xml,5,1,0
Cross.list-name-deviceusestatements,5,0,0
Cross.list-name-deviceusestatements-json,5,0,0
Cross.list-name-deviceusestatements-xml,5,1,0
Cross.list-name-diagnosticreports,5,0,0
Cross.list-name-diagnosticreports-json,5,2,0
Cross.list-name-diagnosticreports-xml,5,2,0
Cross.list-name-documentmanifests,5,0,0
Cross.list-name-documentmanifests-json,5,0,0
Cross.list-name-documentmanifests-xml,5,1,0
Cross.list-name-documentreferences,5,0,0
Cross.list-name-documentreferences-json,5,1,0
Cross.list-name-documentreferences-xml,5,1,0
Cross.list-name-domainresources,5,0,0
Cross.list-name-domainresources-json,5,1,0
Cross.list-name-domainresources-xml,5,3,0
Cross.list-name-effectevidencesyntheses,5,1,0
Cross.list-name-effectevidencesyntheses-json,5,1,0
Cross.list-name-effectevidencesyntheses-xml,5,1,0
Cross.list-name-encounters,5,0,0
Cross.list-name-encounters-json,5,2,0
Cross.list-name-encounters-xml,5,2,0
Cross.list-name-endpoints,5,2,0
Cross.list-name-endpoints-json,5,3,0
Cross.list-name-endpoints-xml,5,3,0
Cross.list-name-enrollmentrequests,5,0,0
Cross.list-name-enrollmentrequests-json,5,0,0
Cross.list-name-enrollmentrequests-xml,5,1,0
Cross.list-name-enrollmentresponses,5,0,0
Cross.list-name-enrollmentresponses-json,5,1,0
Cross.list-name-enrollmentresponses-xml,5,1,0
Cross.list-name-episodeofcares,5,0,0
Cross.list-name-episodeofcares-json,5,1,0
Cross.list-name-episodeofcares-xml,5,1,0
Cross.list-name-eventdefinitions,5,1,0
Cross.list-name-eventdefinitions-json,5,2,0
Cross.list-name-eventdefinitions-xml,5,2,0
Cross.list-name-evidences,5,1,0
Cross.list-name-evidences-json,5,1,0
Cross.list-name-evidences-xml,5,2,0
Cross.list-name-evidencevariables,5,1,0
Cross.list-name-evidencevariables-json,5,1,0
Cross.list-name-evidencevariables-xml,5,2,0
Cross.list-name-examplescenarios,5,0,0
Cross.list-name-examplescenarios-json,5,0,0
Cross.list-name-examplescenarios-xml,5,0,0
Cross.list-name-explanationofbenefits,5,0,0
Cross.list-name-explanationofbenefits-json,5,1,0
Cross.list-name-explanationofbenefits-xml,5,2,0
Cross.list-name-familymemberhistories,5,0,0
Cross.list-name-familymemberhistories-json,5,1,0
Cross.list-name-familymemberhistories-xml,5,2,0
Cross.list-name-flags,5,0,0
Cross.list-name-flags-json,5,0,0
Cross.list-name-flags-xml,5,2,0
Cross.list-name-goals,5,0,0
Cross.list-name-goals-json,5,1,0
Cross.list-name-goals-xml,5,2,0
Cross.list-name-graphdefinitions,5,0,0
Cross.list-name-graphdefinitions-json,5,1,0
Cross.list-name-graphdefinitions-xml,5,2,0
Cross.list-name-groups,5,0,0
Cross.list-name-groups-json,5,1,0
Cross.list-name-groups-xml,5,1,0
Cross.list-name-guidanceresponses,5,3,0
Cross.list-name-guidanceresponses-json,5,3,0
Cross.list-name-guidanceresponses-xml,5,4,0
Cross.list-name-healthcareservices,5,1,0
Cross.list-name-healthcareservices-json,5,1,0
Cross.list-name-healthcareservices-xml,5,2,0
Cross.list-name-imagingstudies,5,0,0
Cross.list-name-imagingstudies-json,5,1,0
Cross.list-name-imagingstudies-xml,5,1,0
Cross.list-name-immunizationevaluations,5,0,0
Cross.list-name-immunizationevaluations-json,5,1,0
Cross.list-name-immunizationevaluations-xml,5,3,0
Cross.list-name-immunizationrecommendations,5,0,0
Cross.list-name-immunizationrecommendations-json,5,0,0
Cross.list-name-immunizationrecommendations-xml,5,0,0
Cross.list-name-immunizations,5,0,0
Cross.list-name-immunizations-json,5,2,0
Cross.list-name-immunizations-xml,5,2,0
Cross.list-name-implementationguides,5,0,350
Cross.list-name-implementationguides-json,5,2,375
Cross.list-name-implementationguides-xml,5,2,370
Cross.list-name-insuranceplans,5,0,0
Cross.list-name-insuranceplans-json,5,0,0
Cross.list-name-insuranceplans-xml,5,2,0
Cross.list-name-invoices,5,0,0
Cross.list-name-invoices-json,5,3,0
Cross.list-name-invoices-xml,5,3,0
Cross.list-name-libraries,5,0,0
Cross.list-name-libraries-json,5,0,0
Cross.list-name-libraries-xml,5,2,0
Cross.list-name-linkages,5,0,0
Cross.list-name-linkages-json,5,1,0
Cross.list-name-linkages-xml,5,1,0
Cross.list-name-lists,5,0,0
Cross.list-name-lists-json,5,1,0
Cross.list-name-lists-xml,5,1,0
Cross.list-name-locations,5,0,0
Cross.list-name-locations-json,5,0,0
Cross.list-name-locations-xml,5,2,0
Cross.list-name-measurereports,5,0,0
Cross.list-name-measurereports-json,5,2,0
Cross.list-name-measurereports-xml,5,3,0
Cross.list-name-measures,5,2,0
Cross.list-name-measures-json,5,2,0
Cross.list-name-measures-xml,5,2,0
Cross.list-name-media,5,0,0
Cross.list-name-media-json,5,1,0
Cross.list-name-media-xml,5,3,0
Cross.list-name-medicationadministrations,5,1,0
Cross.list-name-medicationadministrations-json,5,2,0
Cross.list-name-medicationadministrations-xml,5,3,0
Cross.list-name-medicationdispenses,5,1,0
Cross.list-name-medicationdispenses-json,5,1,0
Cross.list-name-medicationdispenses-xml,5,1,0
Cross.list-name-medicationknowledges,5,0,0
Cross.list-name-medicationknowledges-json,5,0,0
Cross.list-name-medicationknowledges-xml,5,1,0
Cross.list-name-medicationrequests,5,0,0
Cross.list-name-medicationrequests-json,5,0,0
Cross.list-name-medicationrequests-xml,5,2,0
Cross.list-name-medications,5,0,0
Cross.list-name-medications-json,5,3,0
Cross.list-name-medications-xml,5,3,0
Cross.list-name-medicationstatements,5,1,0
Cross.list-name-medicationstatements-json,5,2,0
Cross.list-name-medicationstatements-xml,5,3,0
Cross.list-name-medicinalproductauthorizations,5,0,0
Cross.list-name-medicinalproductauthorizations-json,5,0,0
Cross.list-name-medicinalproductauthorizations-xml,5,0,0
Cross.list-name-medicinalproductcontraindications,5,0,0
Cross.list-name-medicinalproductcontraindications-json,5,0,0
Cross.list-name-medicinalproductcontraindications-xml,5,1,0
Cross.list-name-medicinalproductindications,5,0,0
Cross.list-name-medicinalproductindications-json,5,2,0
Cross.list-name-medicinalproductindications-xml,5,2,0
Cross.list-name-medicinalproductingredients,5,0,0
Cross.list-name-medicinalproductingredients-json,5,0,0
Cross.list-name-medicinalproductingredients-xml,5,1,0
Cross.list-name-medicinalproductinteractions,5,0,0
Cross.list-name-medicinalproductinteractions-json,5,1,0
Cross.list-name-medicinalproductinteractions-xml,5,1,0
Cross.list-name-medicinalproductmanufactureds,5,0,0
Cross.list-name-medicinalproductmanufactureds-json,5,1,0
Cross.list-name-medicinalproductmanufactureds-xml,5,2,0
Cross.list-name-medicinalproductpackageds,5,0,0
Cross.list-name-medicinalproductpackageds-json,5,1,0
Cross.list-name-medicinalproductpackageds-xml,5,1,0
Cross.list-name-medicinalproductpharmaceuticals,5,0,0
Cross.list-name-medicinalproductpharmaceuticals-json,5,0,0
Cross.list-name-medicinalproductpharmaceuticals-xml,5,2,0
Cross.list-name-medicinalproducts,5,1,0
Cross.list-name-medicinalproducts-json,5,1,0
Cross.list-name-medicinalproducts-xml,5,2,0
Cross.list-name-medicinalproductundesirableeffects,5,1,0
Cross.list-name-medicinalproductundesirableeffects-json,5,1,0
Cross.list-name-medicinalproductundesirableeffects-xml,5,2,0
Cross.list-name-messagedefinitions,5,0,0
Cross.list-name-messagedefinitions-json,5,3,0
Cross.list-name-messagedefinitions-xml,5,5,0
Cross.list-name-messageheaders,5,0,0
Cross.list-name-messageheaders-json,5,1,0
Cross.list-name-messageheaders-xml,5,3,0
Cross.list-name-molecularsequences,5,2,0
Cross.list-name-molecularsequences-json,5,3,0
Cross.list-name-molecularsequences-xml,5,3,0
Cross.list-name-namingsystems,5,0,0
Cross.list-name-namingsystems-json,5,1,0
Cross.list-name-namingsystems-xml,5,1,0
Cross.list-name-nutritionorders,5,0,0
Cross.list-name-nutritionorders-json,5,0,0
Cross.list-name-nutritionorders-xml,5,2,0
Cross.list-name-observationdefinitions,5,0,0
Cross.list-name-observationdefinitions-json,5,1,0
Cross.list-name-observationdefinitions-xml,5,1,0
Cross.list-name-observations,5,0,0
Cross.list-name-observations-json,5,1,0
Cross.list-name-observations-xml,5,1,0
Cross.list-name-operationdefinitions,5,0,0
Cross.list-name-operationdefinitions-json,5,0,0
Cross.list-name-operationdefinitions-xml,5,3,0
Cross.list-name-operationoutcomes,5,0,0
Cross.list-name-operationoutcomes-json,5,0,0
Cross.list-name-operationoutcomes-xml,5,0,0
Cross.list-name-organizationaffiliations,5,0,0
Cross.list-name-organizationaffiliations-json,5,0,0
Cross.list-name-organizationaffiliations-xml,5,0,0
Cross.list-name-organizations,5,0,0
Cross.list-name-organizations-json,5,1,0
Cross.list-name-organizations-xml,5,1,0
Cross.list-name-parameters,5,0,0
Cross.list-name-parameters-json,5,1,0
Cross.list-name-parameters-xml,5,1,0
Cross.list-name-patients,5,2,570
Cross.list-name-patients-json,5,3,595
Cross.list-name-patients-xml,5,4,590
Cross.list-name-paymentnotices,5,1,0
Cross.list-name-paymentnotices-json,5,2,0
Cross.list-name-paymentnotices-xml,5,3,0
Cross.list-name-paymentreconciliations,5,1,0
Cross.list-name-paymentreconciliations-json,5,1,0
Cross.list-name-paymentreconciliations-xml,5,3,0
Cross.list-name-people,5,0,0
Cross.list-name-people-json,5,0,0
Cross.list-name-people-xml,5,1,0
Cross.list-name-plandefinitions,5,0,0
Cross.list-name-plandefinitions-json,5,1,0
